6598493;9034645;2200129;989593;1221;127;1000000
13349758;18397719;4596363;2042047;2075;127;2000000
20758797;28722217;7275860;3210783;2869;127;3000000
26895195;36931729;9002175;4065879;3296;127;4000000
34165073;47318971;12036591;5305024;4089;127;5000000
42182326;58329075;14818139;6500410;5066;127;6000000
48719907;67447459;17268205;7541007;6347;127;7000000
55609355;77118088;19886362;8643345;7263;127;8000000
62575402;86769065;22371708;9735169;8728;127;9000000
67874460;93886356;23799316;10478416;4699;127;10000000
77096726;106838105;27550344;11978479;9095;127;11000000
82601046;114421643;29384813;12818954;10315;127;12000000
90040541;124692185;31899393;13942192;13489;127;13000000
96857662;134213524;34447605;15049043;12939;127;14000000
110925558;154499056;38840904;17676127;16662;127;15000000
110527000;153203648;39382467;17197008;17578;127;16000000
118178958;163987251;42528333;18437290;16602;127;17000000
124535998;172780746;44755867;19424769;20752;127;18000000
133057643;184446794;47790772;20683923;22705;127;19000000
136871353;189625735;49198971;21205665;14771;127;20000000
146132560;202781830;52862779;22775906;26062;127;21000000
154622468;214692688;56051920;24164883;26428;127;22000000
158182761;219526110;57378942;24701934;13306;127;23000000
166291506;230496236;59943267;25814566;28443;127;24000000
172536972;239074950;62042627;26748254;28443;127;25000000
179807889;249453279;65309342;27968874;30823;127;26000000
187617684;260244573;68187264;29202265;28748;127;27000000
203243682;283416389;72696286;32451396;37170;127;28000000
199411660;276658044;73188472;30947515;24170;127;29000000
205373925;284738406;75325918;31794102;35401;127;30000000
210453746;291358873;76904405;32432059;29297;127;31000000
216765803;299945582;79044537;33247327;36132;127;32000000
222992594;308648075;81692967;34216770;29175;127;33000000
230816060;319395240;84958157;35354512;41443;127;34000000
235124399;325089988;86277611;35916278;27771;127;35000000
244240586;337560659;89790908;37183051;42725;127;36000000
246739481;341626017;91487559;37863166;26551;127;37000000
254915912;352027907;93668340;38728797;45838;127;38000000
259044564;358313658;96075437;39563790;30029;127;39000000
266337514;368047398;98529045;40508781;49438;127;40000000
271677222;375626724;100845751;41346860;28076;127;41000000
279727006;386319324;103698343;42393510;53466;127;42000000
281830943;389575602;104863441;42944158;26306;127;43000000
290735523;401805428;108363065;44160277;53527;127;44000000
294130351;406791378;109743921;44851976;28259;127;45000000
300279749;417711395;113549026;46722553;61157;127;46000000
308099370;427063116;115027660;47356024;27527;127;47000000
319812597;442831569;119024720;48965786;63904;127;48000000
153459813;217750114;35686799;27840394;12695;137;49000000
45695561;71356629;13636989;10856694;7385;137;50000000
42377333;63430013;11781952;8979735;6775;137;51000000
50447686;73464106;12758574;9920978;5676;137;52000000
44148202;70299197;13891261;11089279;8850;137;53000000
50340020;73231746;12694548;9833659;7263;137;54000000
41421464;62842796;11940888;9122238;6103;137;55000000
41942459;63870686;12148041;9452912;6348;137;56000000
41682937;64619952;12620024;9842794;5615;137;57000000
49167050;70800844;12184417;9501096;6042;137;58000000
49359248;72817929;12923673;10173765;5921;137;59000000
42042800;63317648;11888458;9206194;5676;137;60000000
41584488;63325522;12113250;9333072;4760;137;61000000
46184513;68041574;12188446;9421945;5371;137;62000000
43340526;65904860;12464080;9752436;5676;137;63000000
43834970;65587601;12111725;9357784;6287;137;64000000
42851636;64285175;11986236;9167333;5921;137;65000000
43432323;65270280;12187713;9345058;5798;137;66000000
43775583;66134596;12360442;9729539;4761;137;67000000
47645264;70825319;12758146;10041644;6958;137;68000000
46908571;68968574;12267974;9399717;5554;137;69000000
41225907;61983667;11661897;8834367;6713;137;70000000
42688489;65553360;12525847;9887332;6775;137;71000000
42762585;63244406;11564302;8824675;4700;137;72000000
43619212;64392535;11730133;8888152;5432;137;73000000
42708630;64837908;12274993;9462817;7690;137;74000000
44693122;67497446;12481230;9723149;5249;137;75000000
44463326;66937756;12406889;9707461;6836;137;76000000
48839719;73253474;13175564;10385065;4639;137;77000000
45645330;71343201;13721889;11055799;4150;137;78000000
46342716;69131110;12537810;9773252;5554;137;79000000
43402049;65766312;12289275;9440320;6348;137;80000000
43820810;64243916;11602997;8748036;4455;137;81000000
58638888;85001064;14184595;11361306;5554;137;82000000
44189218;68068796;12990567;10127708;5493;137;83000000
42505629;63092795;11655549;8809330;7995;137;84000000
47339113;69544072;12383940;9662992;5494;137;85000000
45789373;68368477;12469695;9710353;5677;137;86000000
46125126;68744453;12511442;9805989;4456;137;87000000
43013806;65200272;12265594;9424253;6409;137;88000000
43023816;63181113;11480683;8611495;7935;137;89000000
45821172;68244637;12374114;9589891;3845;137;90000000
45883061;66930981;11857025;9134052;4211;137;91000000
42130385;64295611;12243804;9419016;6409;137;92000000
44345162;66064772;12115204;9342021;3967;137;93000000
43416698;64639605;11908416;9097897;5066;137;94000000
43682994;66724194;12673674;9897839;4455;137;95000000
47805237;73073421;13619044;10828802;5615;137;96000000
43832896;64159260;11544831;8854045;5798;137;97000000
42123428;64697344;12438140;9734477;3540;137;98000000
44900031;70336429;13420376;10594964;4578;137;99000000
43555370;66560621;12558745;9771929;4883;137;100000000
